tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2011-10-14,IYYDXSU,FORD,FOCUS,2000,72003,3978,1106
2017-07-22,SUM9Y4X,VOLKSWAGEN,PASSAT,2014,145075,980,726
2010-07-15,FH9S80X,FIAT,MAREA,2009,72050,9200,732
2018-08-18,591TQ92,FORD,FOCUS,2010,149354,7723,600
2012-03-16,BNU62IV,VOLVO,S60,2007,74725,1623,637
2016-07-13,9ZS75X6,MERCEDES,S350,2015,62084,4891,1751
2010-09-11,GLZYUK9,FIAT,FIORINO,2008,70921,2492,683
2014-10-20,R9WWTKK,FIAT,EGEA,2008,136994,7712,720
2013-12-06,J5RB86X,MERCEDES,E250,2003,173626,2058,1072
2015-11-09,UR8POOA,VOLVO,S90,2007,42782,3970,369
2019-08-16,PEY4NXC,FORD,MONDEO,2014,125566,5976,981
2013-12-12,ZVGMC0T,FIAT,MAREA,2007,19142,8080,854
2012-08-02,NEJCO86,FORD,KUGA,2007,91846,105,1089
2017-10-01,TKI9FLT,MERCEDES,E200,2008,159860,1036,1551
2015-09-10,4M90N83,VOLKSWAGEN,JETTA,2015,65066,2020,466
2012-01-25,4RVVV3H,VOLVO,V40,2008,178097,7135,1618
2018-01-22,KC1ZW62,MERCEDES,S600,2008,161262,7951,1442
2012-12-05,Y1FY4SG,MERCEDES,E200,2006,142658,9465,1956
2013-12-13,8915HJF,VOLVO,XC90,2002,77693,5778,1972
2018-10-21,97RDM8T,VOLVO,S90,2005,38022,5272,437
2016-05-10,09RO79J,FIAT,SPIDER,2014,17864,3820,317
2015-07-03,D0XNQWC,VOLVO,XC90,2015,51529,6280,1702
2016-01-18,8N9G4GC,MERCEDES,E250,2016,35823,5977,1309
2016-07-11,FAWL3ZE,FORD,KUGA,2000,167227,2605,1135
2018-05-13,M5PDB1O,FIAT,EGEA,2003,19116,8881,1837
2017-04-24,DUJCKK7,FORD,KUGA,2004,41681,8246,1337
2012-04-23,45YMBV7,FIAT,FIORINO,2007,162773,8904,806
2011-02-19,IAF7CEE,FORD,FIESTA,2003,51983,8474,1170
2013-10-17,YE9OSQA,VOLKSWAGEN,PASSAT,2003,122625,1097,798
2011-05-26,U39JR3T,MERCEDES,E250,2006,80229,8093,1918
2010-06-08,5OFPD0E,MERCEDES,E200,2004,128262,2454,1205
2020-04-30,S8X684E,VOLKSWAGEN,POLO,2013,76391,2046,1771
2012-10-25,CDZD6IE,VOLVO,V40,2005,103308,4978,392
2019-03-01,R1UVHDV,VOLVO,V60,2019,180776,5752,1441
2013-01-02,3IJLLWT,FIAT,DOBLO,2012,142803,9285,353
2010-09-15,JUZ5C3P,VOLKSWAGEN,POLO,2002,42558,5633,279
2019-11-16,512MGZ5,VOLVO,S90,2003,167387,3895,543
2016-07-26,DS1KSFF,VOLKSWAGEN,POLO,2008,32150,8231,540
2015-02-06,X8KLZS4,FIAT,EGEA,2011,193887,1870,1602
2019-03-29,65E8SB8,FIAT,MAREA,2004,198699,9488,1272
2019-07-19,X11Q8EI,VOLVO,S60,2002,37762,8453,1301
2017-02-21,6N9P09M,VOLKSWAGEN,PASSAT,2013,183329,6084,977
2010-09-24,UG0EYX5,VOLKSWAGEN,SCIROCCO,2008,58282,6186,1100
2015-03-19,YF29ACT,VOLVO,V60,2003,131377,9614,1531
2013-08-18,PB6RP0F,VOLKSWAGEN,JETTA,2009,47607,5051,754
2010-06-03,KFVEIG3,VOLKSWAGEN,POLO,2005,94610,1109,1064
2017-09-16,37NH7XW,VOLVO,S60,2016,52614,9586,1521
2018-12-30,7M1VZ5U,MERCEDES,S600,2014,141679,3684,1902
2014-07-19,XFSYUXU,FORD,KA,2001,143196,592,1384
2016-12-26,RN2ZPJK,MERCEDES,S350,2006,46207,2887,870
2013-03-10,6UCQWGO,FORD,KUGA,2009,99454,768,358
2017-04-05,3DTRP62,MERCEDES,E250,2010,99200,3579,712
2018-01-05,XB0P3A4,MERCEDES,E250,2015,191291,7471,1582
2010-12-31,5CEJ4VJ,VOLKSWAGEN,JETTA,2004,137150,9756,1052
2012-04-16,1RT5NVY,VOLVO,S60,2000,80377,1976,480
2019-08-15,U820VID,MERCEDES,A180,2013,193983,551,272
2011-03-01,B6ANLIO,VOLVO,S40,2008,61381,2832,1791
2017-06-12,E5JOOHX,VOLVO,V40,2012,51743,7903,1545
2014-04-23,T65MKJP,MERCEDES,E250,2011,29427,6506,796
2018-02-19,E2KJLSJ,VOLKSWAGEN,JETTA,2010,17135,858,1955
2017-11-03,GOBVAHM,FIAT,ALBEA,2002,133847,7538,1216
2017-06-24,BYSMNZB,FIAT,ALBEA,2000,99517,5113,257
2015-07-13,ALFTG6M,FIAT,EGEA,2002,156674,8353,805
2010-07-14,AAEUZQD,VOLVO,XC90,2001,198224,3478,848
2012-03-28,QW37UB8,FIAT,LINEA,2000,96282,6649,1723
2011-11-19,UBGEZ80,VOLVO,V60,2008,183795,4225,606
2012-06-12,I216F91,MERCEDES,E250,2002,141847,5959,1805
2013-05-20,7PDPNEK,FORD,ESCORT,2007,108303,9706,1491
2012-03-10,00GA7NH,VOLKSWAGEN,PASSAT,2011,194393,7086,518
2017-06-12,5ZBF3XV,VOLKSWAGEN,JETTA,2008,88888,61,344
2015-05-10,QJRI6CE,VOLKSWAGEN,SCIROCCO,2013,174255,2909,1558
2017-07-04,WB4PY81,VOLKSWAGEN,POLO,2004,23042,2416,521
2020-02-25,S6K9J4L,MERCEDES,E200,2005,48656,425,1157
2016-03-17,NH1C020,FIAT,ALBEA,2015,99944,5875,461
2017-06-12,0DQCIB5,FORD,MONDEO,2008,82524,642,629
2015-05-27,WZWFJZM,FORD,MONDEO,2009,186912,2340,1401
2014-12-27,4YLQP0E,FORD,ESCORT,2009,34675,9886,1783
2017-05-09,8PAF9WT,MERCEDES,C180,2016,46595,2903,1083
2018-03-24,6AHGXMJ,MERCEDES,S350,2011,140656,8821,266
2018-04-09,ZWAAK16,FORD,KA,2018,88679,2076,803
2010-02-25,ED9Y678,MERCEDES,S600,2003,34958,6704,606
2017-01-03,4YMU03L,MERCEDES,S350,2003,108576,9192,818
2018-11-06,NTIX60A,MERCEDES,E250,2010,29298,3613,661
2017-09-16,PXUX0GQ,FORD,KA,2006,49143,3809,1227
2015-01-20,RBLVWT6,VOLKSWAGEN,PASSAT,2013,14730,5547,1657
2018-01-16,OK4PT9D,VOLKSWAGEN,PASSAT,2014,24677,876,269
2013-03-24,PD1I37C,VOLKSWAGEN,POLO,2002,60637,6342,1534
2013-07-14,Y9B9DZ4,VOLKSWAGEN,GOLF,2003,30738,1366,627
2018-11-17,8PW0QXO,FIAT,LINEA,2011,65786,2229,787
2014-07-21,QDFYFVZ,FIAT,EGEA,2006,51753,2798,912
2012-12-07,MII24XV,VOLVO,S90,2009,130284,8677,1671
2015-05-01,3PTHYFZ,VOLVO,V60,2015,7190,8704,1045
2017-10-20,G06TJ5P,VOLKSWAGEN,GOLF,2002,54213,8759,1924
2013-03-22,DLTQ0P3,FIAT,MAREA,2012,155660,7476,1525
2011-12-29,NU3YKKO,FORD,KA,2009,102640,1367,998
2010-12-16,W7ILII5,VOLVO,S60,2006,105875,904,407
2010-08-07,CD865HQ,MERCEDES,C180,2003,19079,4649,873
2012-06-15,AZLKX40,FIAT,SPIDER,2001,77170,4849,990
2015-10-20,E9FX7IP,MERCEDES,C180,2004,90807,9214,1909
2010-09-25,ZUKJGK2,MERCEDES,S600,2008,120407,6020,1725
2019-01-21,4TQLPOV,FIAT,LINEA,2006,122831,5339,1362
2012-03-18,5FGKNYQ,FIAT,EGEA,2002,43435,7753,575
2011-05-08,VICKJ8H,VOLKSWAGEN,POLO,2001,169834,300,849
2017-09-08,1XTHO4C,VOLKSWAGEN,JETTA,2015,135727,2221,1769
2014-12-27,O79UKA8,VOLKSWAGEN,GOLF,2005,148583,7645,272
2011-01-28,YR67C7J,FORD,ESCORT,2001,132721,7586,872
2015-07-17,4DSNJTT,MERCEDES,E250,2010,169507,3346,1268
2014-04-19,HOLBJXW,FORD,KA,2008,139674,5847,1982
2018-01-01,T8D77V8,FORD,FIESTA,2012,102702,985,354
2018-04-14,DHAZ5MB,FORD,KA,2014,117963,7897,583
2011-12-05,MC7VWN5,VOLKSWAGEN,PASSAT,2008,106732,6639,1577
2013-03-10,UMFEAZW,VOLVO,V40,2006,52243,5044,1533
2010-03-26,J6OHIRB,MERCEDES,A180,2003,153968,4741,1664
2014-08-16,QNC346V,FIAT,FIORINO,2008,172055,5654,1852
2015-10-09,EFQWP90,MERCEDES,C180,2011,21315,586,574
2020-05-18,CTKJ90Z,FORD,MONDEO,2009,187900,4822,860
2020-05-01,A7AO7GA,MERCEDES,A180,2003,7789,5100,1676
2017-09-19,M04NMAO,FIAT,ALBEA,2016,20021,5567,1140
2013-03-26,J4EKWQF,FIAT,SPIDER,2000,47287,6691,704
2016-12-08,LM8VVOQ,FIAT,EGEA,2015,126712,7133,398
2013-03-31,8ZVVSAO,VOLKSWAGEN,SCIROCCO,2002,198084,968,1434
2010-12-02,MPJQMYS,MERCEDES,C180,2007,135477,7694,1363
2018-05-22,FAWKMA6,VOLVO,V40,2004,108933,6019,1506
2017-03-07,M948J37,VOLKSWAGEN,POLO,2015,60317,9105,952
2017-11-16,7N7OS2D,MERCEDES,E250,2009,181510,4374,1550
2014-06-18,70VLM8S,FORD,KUGA,2005,42688,9321,788
2016-02-21,C9B76E0,VOLVO,V60,2006,11527,1102,1281
2013-10-12,WZF10OI,FIAT,FIORINO,2001,73682,1655,841
2014-05-24,OO4FSSS,MERCEDES,C180,2008,67080,3519,686
2016-04-13,1UYPNJQ,MERCEDES,C180,2014,73379,8747,325
2017-06-16,GUNQISZ,FIAT,EGEA,2002,155280,480,1602
2019-08-12,XWSHMTD,MERCEDES,C180,2002,105124,6412,1013
2011-02-28,3XVN2RY,FIAT,FIORINO,2011,143760,5453,408
2019-08-28,ZWUYHWX,MERCEDES,A180,2018,151588,5399,539
2016-11-16,H9V525T,MERCEDES,E200,2007,112377,2282,750
2012-10-08,S659XNU,VOLVO,S40,2007,72419,4080,352
2018-09-10,ZYR4J5L,MERCEDES,E250,2010,26362,8326,875
2010-07-29,9YY4ILU,VOLKSWAGEN,PHOETON,2006,172281,6507,1789
2020-02-29,759KZWG,VOLVO,S60,2010,19194,815,1786
2012-05-17,A86OVJ6,VOLKSWAGEN,PASSAT,2011,92520,99,537
2012-02-12,CKEUWUP,VOLVO,V40,2010,146584,357,474
2012-01-24,NEIXA5K,FORD,MONDEO,2011,61670,1037,795
2018-01-03,E8IUVEX,VOLKSWAGEN,SCIROCCO,2015,78431,844,1616
2014-08-23,UW8ARFZ,FIAT,ALBEA,2003,157803,6028,1161
2013-11-14,H5XHJT4,MERCEDES,S600,2009,134985,6192,1444
2011-05-13,SUDBGXG,FORD,FIESTA,2001,71413,4390,395
2018-08-18,18Q22A1,MERCEDES,E250,2013,36291,8628,1541
2017-09-19,WBK4A0O,MERCEDES,C180,2013,175166,7294,284
2016-09-04,YJ17JUZ,FORD,ESCORT,2001,175152,5892,1497
2017-03-15,W3BX3SP,FIAT,MAREA,2003,110044,3825,376
2015-03-30,7MINL88,VOLVO,S90,2007,9484,773,1922
2014-11-28,GZDRPOB,FORD,MONDEO,2004,41274,7555,1188
2013-08-21,D0DSYXQ,VOLVO,S60,2013,156836,5039,695
2017-09-05,F7WLYFB,FORD,MONDEO,2011,15962,9839,831
2016-08-18,OAXPMT6,VOLVO,V40,2000,144595,4049,1287
2013-03-30,4R4N5FM,MERCEDES,S600,2002,145058,2448,819
2012-10-31,U79DF11,VOLKSWAGEN,SCIROCCO,2000,64303,711,607
2019-02-09,I6PC66K,MERCEDES,S600,2004,199007,1907,1862
2011-02-20,RJRSN35,VOLVO,S90,2009,131855,8781,1538
2010-01-08,01Y4QFH,VOLKSWAGEN,JETTA,2000,103991,6469,1178
2010-03-15,F2Y36B5,VOLKSWAGEN,POLO,2006,173936,9479,634
2016-09-14,GZ50O1S,MERCEDES,A180,2006,143430,3134,1978
2018-06-18,598PZHJ,VOLKSWAGEN,PHOETON,2018,68306,9169,728
2011-02-13,JNXKK5K,FIAT,FIORINO,2008,131072,703,840
2020-05-21,KEOPPNT,FIAT,FIORINO,2008,92135,3170,1279
2015-03-28,TTT3VKT,VOLKSWAGEN,JETTA,2004,86922,9881,1617
2017-06-10,FCLJADD,FIAT,SPIDER,2009,137768,6565,758
2020-05-31,YVOM8KV,VOLKSWAGEN,SCIROCCO,2019,39583,8605,1065
2010-05-15,HHUNZIE,VOLVO,S60,2000,95776,2088,499
2016-01-21,8VPZP47,VOLKSWAGEN,PASSAT,2016,64385,5804,659
2012-10-31,5CS9IEW,FIAT,ALBEA,2005,48721,1195,1531
2014-11-16,YH99M0L,FORD,MONDEO,2004,107283,330,1469
2017-08-03,DJV6DWS,VOLVO,V40,2014,27617,2364,1159
2017-03-12,4XPO272,VOLKSWAGEN,SCIROCCO,2007,130741,8453,488
2012-03-08,ICST4P9,FORD,FOCUS,2006,179330,3812,900
2010-12-13,850G9WR,MERCEDES,E250,2010,142115,4036,632
2017-07-27,U7TGVXO,FIAT,SPIDER,2005,173255,7025,1385
2011-12-01,TLJ4R8H,FORD,MONDEO,2003,117098,6912,1641
2017-02-03,MIZ7V52,VOLKSWAGEN,GOLF,2002,175709,9396,1807
2015-11-02,WROBIKX,FORD,MONDEO,2011,12426,3293,1170
2017-02-06,3JNS6QE,FIAT,DOBLO,2005,85238,9887,704
2017-05-24,VUXDAOT,MERCEDES,E200,2000,163772,9694,678
2017-04-09,6V5SAOP,VOLKSWAGEN,SCIROCCO,2009,26550,106,1965
2019-09-05,SFT2DZO,FORD,ESCORT,2015,115332,6027,1426
2015-02-03,VHXCAOC,VOLKSWAGEN,SCIROCCO,2015,20570,1325,1567
2013-03-24,ERTSNXJ,VOLVO,V60,2003,185612,9403,706
2016-12-17,TLQ73OG,VOLVO,XC90,2005,137208,3991,1447
2018-07-10,49BJBDE,MERCEDES,A180,2000,178297,3560,534
2018-04-04,H430MRF,FORD,KA,2001,57555,4251,1259
2013-05-05,W1DGNVC,VOLVO,XC90,2006,59385,9391,654
2016-04-03,1Z6CFWQ,VOLKSWAGEN,SCIROCCO,2011,55799,8866,291
2010-11-01,BY8QO9Q,FIAT,FIORINO,2009,127975,1332,1521
2012-06-11,8X742P2,VOLKSWAGEN,PHOETON,2012,64519,2518,844
2012-05-11,BOWZ3XO,VOLVO,S60,2002,25920,3503,641
2011-07-28,J0ZXECG,MERCEDES,C180,2003,92055,6738,351
2011-09-09,N4RP0QQ,FIAT,MAREA,2008,173008,3136,1298
2013-12-06,GH0JJPT,FORD,KUGA,2008,117145,2695,459
2012-08-22,NGLRLIN,VOLVO,S90,2010,143056,1964,1011
2012-07-03,O3LCSBC,VOLVO,V60,2002,16044,8784,1570
2018-12-02,G5FF5CE,FIAT,DOBLO,2008,112161,9203,1822
2015-02-10,6W2BI4C,VOLVO,XC90,2001,159841,2669,1352
2014-12-06,N5JM4F9,MERCEDES,C180,2012,169050,5446,1337
2010-09-10,VI5X2OX,FORD,FIESTA,2004,114174,8426,1730
2020-03-30,7I56304,VOLVO,V40,2020,185014,5968,852
2010-04-19,UHY2CRU,FIAT,ALBEA,2006,168489,4764,616
2015-08-09,PDN4NO6,FIAT,EGEA,2007,90393,7644,1421
2011-06-13,8X26R5N,MERCEDES,E250,2007,40934,5804,1538
2017-12-12,FEILSR5,VOLKSWAGEN,POLO,2008,198526,9796,386
2011-10-02,USPH6EW,MERCEDES,E200,2005,122061,1701,1428
2013-05-12,105GQX0,MERCEDES,E200,2013,19753,5485,774
2016-08-06,IF1BBJX,MERCEDES,C180,2006,135550,6817,1819
2011-06-01,8QCOB1T,VOLKSWAGEN,PHOETON,2000,164539,2985,256
2013-07-03,DKFMXSR,MERCEDES,A180,2008,153310,442,980
2010-11-24,2BW0YBZ,FIAT,EGEA,2001,178260,8506,1434
2016-06-29,5XGXFZN,VOLVO,V60,2014,193129,7303,1548
2020-04-02,O2165P0,FIAT,SPIDER,2011,177625,4612,1419
2011-06-10,5QOP1SG,MERCEDES,S600,2002,120845,113,770
2015-05-06,KNXPXXH,FIAT,SPIDER,2005,145811,9844,1996
2019-09-04,PAZC56C,FIAT,DOBLO,2018,112108,4085,274
2013-12-18,W5AGF8Z,FORD,FOCUS,2010,177153,5541,1447
2012-02-10,3B9DO9S,FORD,KA,2000,112559,6655,1706
2012-11-18,K0R5ER4,FORD,FOCUS,2010,49477,4196,899
2020-01-09,RN0VY1O,VOLKSWAGEN,PHOETON,2010,147441,1333,1251
2013-10-21,N95VZH5,VOLVO,V60,2011,46180,4399,603
2013-05-09,87M92X7,MERCEDES,S600,2009,30028,8592,1642
2012-05-06,XSCG2DB,FORD,ESCORT,2007,16198,9239,1695
2014-06-16,3F37KHA,VOLVO,XC90,2004,177652,5602,1020
2015-05-16,12RU6OY,MERCEDES,A180,2003,144983,8717,1739
2014-05-02,LIGCQKG,VOLVO,S40,2010,189327,8075,1963
2015-03-27,5E047XR,VOLKSWAGEN,PHOETON,2008,52855,352,1804
2013-01-28,TV29THA,FIAT,MAREA,2009,133718,8919,1110
2016-06-08,SWKENC2,FIAT,ALBEA,2014,123657,6478,1258
2013-09-09,KN4CLPA,FORD,MONDEO,2004,174598,2298,1958
2016-08-13,1IH59ZR,VOLKSWAGEN,JETTA,2001,189188,1951,1915
2011-01-05,E2MN8WI,VOLKSWAGEN,PHOETON,2010,136128,2143,606
2018-01-11,09A84CM,VOLKSWAGEN,GOLF,2001,77392,8050,1016
2015-03-29,00EEPP2,MERCEDES,A180,2004,159260,2487,1365
2010-11-28,JEKFRAQ,FIAT,MAREA,2008,127545,4967,1429
2017-04-18,C52JLKH,FIAT,MAREA,2008,175060,6650,1431
2017-07-09,5SY7UX6,FIAT,LINEA,2000,28006,5953,1432
2015-03-04,AB3MR6M,VOLKSWAGEN,JETTA,2015,54270,7098,1054
2015-04-11,XPX4NHF,MERCEDES,E200,2011,34368,6081,544
2014-10-03,URVKZFF,VOLVO,S40,2011,158949,3605,1619
2014-11-09,S33I8YR,VOLKSWAGEN,PASSAT,2012,170600,8739,1354
2012-03-21,1PYR6X4,FIAT,SPIDER,2000,91751,1593,632
2014-11-17,RHKO1BX,MERCEDES,A180,2006,50638,7830,1015
2011-01-14,PZ5E9RC,VOLVO,V60,2011,72886,9196,770
2020-01-14,9MQRIR0,MERCEDES,E200,2016,105579,6216,1169
2010-04-08,J4AQDOV,FORD,FOCUS,2009,175502,5521,732
2014-01-30,B3QEQUX,FIAT,ALBEA,2011,26971,8017,1249
2018-04-20,98AGFFF,MERCEDES,C180,2011,11709,1373,577
2014-01-20,USR9RYG,FIAT,EGEA,2003,158354,4572,569
2011-01-13,L1LYA2S,VOLVO,S60,2002,79528,9225,475
2017-04-01,VYAG799,VOLVO,S90,2002,123748,3184,1913
2020-01-08,0FA2J5V,FIAT,MAREA,2006,50359,2247,1732
2019-06-07,8XAMVL6,MERCEDES,E250,2019,39846,2641,1484
2018-05-19,C9HPXPN,FIAT,MAREA,2018,198072,7493,1602
2011-06-07,XK4DD4Z,VOLKSWAGEN,PHOETON,2008,178107,9813,1452
2017-11-15,JKQJMHU,VOLKSWAGEN,POLO,2017,5057,393,1513
2013-11-27,WED62DI,VOLKSWAGEN,GOLF,2007,84000,6225,1899
2013-07-06,OBU14Q5,VOLKSWAGEN,SCIROCCO,2011,161300,600,513
2020-01-05,2HC999T,VOLKSWAGEN,POLO,2000,31935,6491,711
2012-01-23,4N2U81F,FORD,FIESTA,2002,89443,9635,777
2017-09-01,F8ZU8ET,VOLKSWAGEN,POLO,2000,4887,1462,1055
2017-07-09,PY037SJ,FIAT,EGEA,2008,69373,4959,596
2010-05-24,RUTSEDL,FIAT,SPIDER,2001,77085,8449,1069
2014-08-20,0USY04Y,VOLKSWAGEN,GOLF,2002,165381,5810,535
2014-06-23,MFY9ZG3,VOLKSWAGEN,JETTA,2008,126410,3935,513
2018-12-28,RZIWA7R,VOLVO,S90,2004,192470,7863,452
2014-05-18,RU9RABR,FORD,ESCORT,2010,98712,8916,492
2014-01-23,UDHG9SK,FIAT,FIORINO,2003,21941,268,583
2010-07-25,HBHU4VX,MERCEDES,S350,2001,150015,6592,1033
2010-10-20,04NRM1G,FIAT,ALBEA,2005,73908,2434,1340
2016-01-03,3WXEW0V,VOLVO,S40,2004,195485,3259,485
2010-05-12,Y2FIPEW,VOLKSWAGEN,JETTA,2008,16857,4310,814
2019-05-17,T34ERWX,FORD,FIESTA,2013,39682,1318,853
2014-01-15,1Z7X9HH,VOLKSWAGEN,POLO,2010,156459,1577,1756
2015-12-05,WJAW4VC,VOLVO,S40,2008,170994,6278,1439
2019-04-20,2N2MIFG,VOLKSWAGEN,JETTA,2004,161136,4292,1480
2013-09-03,NNU73NA,VOLVO,S90,2006,122958,875,681
2018-04-14,32GNS6Q,VOLKSWAGEN,SCIROCCO,2006,197079,2278,1431
2010-07-27,XS4QM6X,VOLKSWAGEN,SCIROCCO,2006,181431,9011,325
2012-03-12,NSX8742,MERCEDES,S600,2006,72803,2690,1544
2015-04-17,WC2VZ1N,FORD,FIESTA,2006,34832,8018,346
2015-02-25,9E0DK24,VOLKSWAGEN,SCIROCCO,2015,167198,8566,939
2017-09-01,YUFMVSY,MERCEDES,C180,2016,176326,1475,1301
2012-08-10,T475WKG,MERCEDES,C180,2012,160813,2771,1207
2017-10-29,U8KI554,VOLKSWAGEN,POLO,2006,103603,8602,1474
2011-02-15,GSO5MA4,FORD,MONDEO,2001,33473,8757,1518
2012-04-15,PP6B7AR,VOLKSWAGEN,SCIROCCO,2003,10685,5946,860
2017-02-12,6TZQH1O,FIAT,FIORINO,2010,120144,3557,1064
2020-03-19,B4L4AY4,FIAT,MAREA,2015,98773,7383,1523
2011-10-30,V7W1XQX,FORD,KA,2008,34287,4515,1534
2014-01-14,OC9XR2O,MERCEDES,E250,2013,114257,1751,1146
2013-05-12,ETGHRT6,FIAT,MAREA,2002,36058,6391,429
2013-12-23,8WKOJW0,VOLKSWAGEN,PHOETON,2006,3177,3658,1040
2014-02-07,BISSUPV,FORD,ESCORT,2011,14987,2045,1513
2015-09-28,20CRLC2,VOLKSWAGEN,SCIROCCO,2003,53663,767,578
2010-09-12,W7GYJVG,VOLKSWAGEN,SCIROCCO,2003,132480,4130,1408
2017-09-13,D8S59OA,VOLVO,S60,2006,53644,7590,782
2017-10-30,P1VBG8T,VOLVO,S40,2016,150124,710,782
2013-05-29,1C30VTJ,VOLKSWAGEN,SCIROCCO,2007,3475,1687,732
2013-12-26,QTZP3NZ,VOLVO,V60,2010,83520,9404,1940
2014-07-16,UTNYZ33,FIAT,SPIDER,2002,15990,5111,1096
2015-10-21,GTP0R7V,VOLKSWAGEN,PHOETON,2015,55524,1330,1161
2013-10-21,7W0UD7S,VOLKSWAGEN,POLO,2004,166719,4187,1262
2014-06-21,5MQH16V,FORD,MONDEO,2009,67854,3912,830
2013-11-22,2UYWOIB,VOLVO,S40,2009,196311,3505,553
2017-04-23,Q0HNH8H,MERCEDES,A180,2004,160481,4506,1164
2014-05-16,D8J2K8P,FORD,FIESTA,2010,114728,8207,1273
2014-11-20,Y5MV0I8,MERCEDES,C180,2014,116498,8238,566
2015-05-13,YPYCS2C,FORD,KA,2007,43363,7954,1815
2018-05-16,K6NH2G3,VOLKSWAGEN,POLO,2001,7830,1074,384
2013-03-02,ZCKEO4P,VOLVO,S40,2007,68106,6175,1937
2014-03-08,BOSL2LT,FORD,FIESTA,2010,185957,4898,1802
2013-05-23,MNR8AX5,FORD,FIESTA,2005,37784,4831,1193
2014-05-11,V8BNO40,FORD,KA,2009,74811,4846,1080
2018-05-24,OJCZB09,FORD,KA,2012,49044,692,379
2013-09-08,FG7OW2U,FIAT,DOBLO,2013,94475,9539,1821
2019-10-04,0L4DLL0,VOLVO,V60,2018,109002,2589,832
2020-05-07,NG4MU3A,MERCEDES,E250,2012,191581,4730,1857
2012-02-09,TORPPHX,MERCEDES,A180,2009,173547,6477,1551
2011-07-09,RDCRDG3,MERCEDES,E250,2005,10744,4536,298
2018-04-28,0AVNGSN,MERCEDES,E200,2007,104154,614,1367
2016-12-05,80GGOS9,FORD,FIESTA,2001,137633,140,1291
2012-11-26,100IKJ6,VOLVO,V40,2001,27119,6858,1597
2013-06-07,GYH3C9H,FIAT,FIORINO,2012,47780,5294,1331
2010-07-24,1K6ZX48,VOLKSWAGEN,SCIROCCO,2007,186280,5693,311
2020-04-22,Q9ANRHD,MERCEDES,A180,2006,153402,8985,1409
2016-07-28,IY3QX5J,FIAT,LINEA,2014,7690,5703,1317
2018-01-28,3FR9IQS,FIAT,MAREA,2005,148283,9827,552
2011-12-09,IVAQQT0,FORD,FIESTA,2003,18468,3849,391
2010-03-02,VCPL4VS,FIAT,DOBLO,2008,70921,1335,893
2017-09-13,YH5PO3G,FORD,KUGA,2001,178220,3969,1660
2018-12-09,EBVPBKA,VOLKSWAGEN,JETTA,2011,162579,2692,808
2010-03-26,XT9E09H,MERCEDES,E200,2009,160787,3308,679
2011-01-22,4IAGGBR,VOLKSWAGEN,JETTA,2007,58374,7050,1692
2017-01-05,W26323D,FIAT,MAREA,2013,87161,3661,1009
2015-01-01,ZPSKH00,FORD,MONDEO,2011,80898,8264,1541
2016-09-13,8YKAZMK,VOLKSWAGEN,JETTA,2001,188726,5384,1685
2015-08-07,I0LH313,VOLKSWAGEN,JETTA,2008,69617,681,414
2011-06-19,LL3V4SQ,VOLVO,S40,2006,3690,9338,515
2016-12-29,NHHUXIE,FORD,MONDEO,2007,80022,297,1644
2010-06-14,3CLKAPK,MERCEDES,S350,2003,63356,6501,1807
2019-06-17,RUMQYFR,FIAT,SPIDER,2009,180614,1212,690
2018-02-24,VYETTIH,VOLVO,S90,2009,186264,9839,1135
2018-06-01,UBM409W,VOLVO,S60,2004,42935,65,1323
2010-08-17,BOS9ICW,MERCEDES,S350,2005,197000,892,819
2014-10-07,TKJMTQW,VOLKSWAGEN,GOLF,2000,85604,2736,1280
2019-01-30,YNRIJ1E,FORD,ESCORT,2012,60136,8313,1926
2018-06-15,U8YJ8U2,FIAT,SPIDER,2017,152474,6380,1336
2010-09-14,Z4EW5JC,FIAT,LINEA,2008,96701,8718,1549
2016-05-31,2V351YR,FORD,MONDEO,2003,116212,7967,258
2018-11-23,5LICLYV,VOLKSWAGEN,GOLF,2000,175213,3906,1640
2018-08-29,7VGKOGR,FORD,FOCUS,2006,2155,8927,311
2014-07-28,L2H5OPT,VOLVO,V60,2011,21664,7651,451
2010-10-08,F1DORIX,VOLVO,V40,2010,167754,3759,1782
2011-01-22,X5BJ0G5,FIAT,ALBEA,2010,178325,2906,699
2016-06-14,336JP48,FORD,FOCUS,2003,128659,9701,1126
2012-08-14,RSKWOIO,VOLVO,S40,2002,191476,9241,839
2011-08-11,FSG13L8,MERCEDES,C180,2010,145313,1526,894
2015-01-29,YVD1T9F,FIAT,MAREA,2012,120032,6808,1556
2012-10-11,Y3NO232,VOLKSWAGEN,PASSAT,2003,159384,3149,1976
2017-10-11,2PQ1D7H,FORD,MONDEO,2008,29396,2017,1610
2013-02-24,QD0J9TQ,FORD,FOCUS,2008,41919,7665,1714
2016-01-26,XCLPQFP,VOLKSWAGEN,SCIROCCO,2012,66614,5495,1878
2015-10-15,ZT1MZNA,MERCEDES,E250,2005,117125,6490,1552
2015-12-28,WS5Q4I0,VOLVO,V60,2001,97144,6344,1711
2015-08-08,4BQWRC9,FORD,KUGA,2008,130248,1023,905
2010-09-29,CHNB1GM,VOLVO,V60,2003,195611,8574,493
2017-02-19,OPYMR6O,VOLKSWAGEN,PHOETON,2002,156144,1509,1111
